x y z
0.14128205 0.11205128 0.00000000
0.18512821 0.03897436 1.38893832
0.04384615 0.08769231 0.00000000
0.15589744 0.07794872 0.00000000
0.00000000 0.17051282 -nan
0.12666667 0.14128205 0.00000000
0.07307692 0.03410256 0.00000000
0.09743590 0.19000000 0.00000000
0.05846154 0.06820513 0.00000000
0.08769231 0.01948718 1.45490312
0.11205128 0.16564103 0.00000000
0.02923077 0.10717949 0.00000000
0.14128205 0.11692308 0.00000000
0.01461538 0.14128205 0.00000000
0.12666667 0.14615385 0.00000000
0.17051282 0.06333333 0.00000000
0.18512821 0.04384615 1.14008771
0.15589744 0.08282051 0.00000000
0.04384615 0.09256410 0.00000000
0.00000000 0.17538462 -nan
0.11205128 0.17051282 0.00000000
0.07307692 0.03897436 0.00000000
0.02923077 0.11205128 0.00000000
0.05846154 0.07307692 0.00000000
0.09743590 0.19487179 0.00000000
0.08769231 0.02435897 0.01188397
0.14128205 0.12179487 0.00000000
0.12666667 0.15102564 0.00000000
0.01461538 0.14615385 0.00000000
0.15589744 0.08769231 0.00000000
0.17051282 0.06820513 0.00000000
0.18512821 0.04871795 0.90401631
0.04384615 0.09743590 0.00000000
0.02923077 0.11692308 0.00000000
0.11205128 0.17538462 0.00000000
0.00000000 0.18025641 -nan
0.10230769 0.00487179 6.79856366
0.07307692 0.04384615 0.00000000
0.05846154 0.07794872 0.00000000
0.08769231 0.02923077 0.00000000
0.12666667 0.15589744 0.00000000
0.01461538 0.15102564 0.00000000
0.14128205 0.12666667 0.00000000
0.02923077 0.12179487 0.00000000
0.11205128 0.18025641 0.00000000
0.15589744 0.09256410 0.00000000
0.17051282 0.07307692 0.00000000
0.18512821 0.05358974 0.66385692
0.04384615 0.10230769 0.00000000
0.00000000 0.18512821 -nan
0.12666667 0.16076923 0.00000000
0.07307692 0.04871795 0.00000000
0.10230769 0.00974359 4.14184875
0.08769231 0.03410256 0.00000000
0.05846154 0.08282051 0.00000000
0.02923077 0.12666667 0.00000000
0.01461538 0.15589744 0.00000000
0.11205128 0.18512821 0.00000000
0.14128205 0.13153846 0.00000000
0.15589744 0.09743590 0.00000000
0.18512821 0.05846154 0.37973198
0.17051282 0.07794872 0.00000000
0.12666667 0.16564103 0.00000000
0.07307692 0.05358974 0.00000000
0.04384615 0.10717949 0.00000000
0.00000000 0.19000000 -nan
0.11205128 0.19000000 0.00000000
0.02923077 0.13153846 0.00000000
0.10230769 0.01461538 2.83080517
0.08769231 0.03897436 0.00000000
0.05846154 0.08769231 0.00000000
0.01461538 0.16076923 0.00000000
0.18512821 0.06333333 0.00234655
0.14128205 0.13641026 0.00000000
0.15589744 0.10230769 0.00000000
0.11205128 0.19487179 0.00000000
0.12666667 0.17051282 0.00000000
0.17051282 0.08282051 0.00000000
0.07307692 0.05846154 0.00000000
0.02923077 0.13641026 0.00000000
0.04384615 0.11205128 0.00000000
0.00000000 0.19487179 -nan
0.10230769 0.01948718 1.92987989
0.01461538 0.16564103 0.00000000
0.05846154 0.09256410 0.00000000
0.08769231 0.04384615 0.00000000
0.18512821 0.06820513 0.00000007
0.14128205 0.14128205 0.00000000
0.04384615 0.11692308 0.00000000
0.02923077 0.14128205 0.00000000
0.12666667 0.17538462 0.00000000
0.11692308 0.00487179 6.91103513
0.15589744 0.10717949 0.00000000
0.00487179 0.00487179 0.00000000
0.17051282 0.08769231 0.00000000
0.07307692 0.06333333 0.00000000
0.18512821 0.07307692 0.00000000
0.01461538 0.17051282 0.00000000
0.04384615 0.12179487 0.00000000
0.10230769 0.02435897 1.15545753
0.05846154 0.09743590 0.00000000
0.02923077 0.14615385 0.00000000
0.08769231 0.04871795 0.00000000
0.14128205 0.14615385 0.00000000
0.17051282 0.09256410 0.00000000
0.12666667 0.18025641 0.00000000
0.00487179 0.00974359 0.00000000
0.11692308 0.00974359 4.30948344
0.15589744 0.11205128 0.00000000
0.18512821 0.07794872 0.00000000
0.07307692 0.06820513 0.00000000
0.01461538 0.17538462 0.00000000
0.04384615 0.12666667 0.00000000
0.02923077 0.15102564 0.00000000
0.10230769 0.02923077 0.01171466
0.05846154 0.10230769 0.00000000
0.08769231 0.05358974 0.00000000
0.17051282 0.09743590 0.00000000
0.00487179 0.01461538 0.00000000
0.14128205 0.15102564 0.00000000
0.12666667 0.18512821 0.00000000
0.11692308 0.01461538 3.05549578
0.01461538 0.18025641 0.00000000
0.15589744 0.11692308 0.00000000
0.18512821 0.08282051 0.00000000
0.07307692 0.07307692 0.00000000
0.10230769 0.03410256 0.00000000
0.04384615 0.13153846 0.00000000
0.02923077 0.15589744 0.00000000
0.17051282 0.10230769 0.00000000
0.05846154 0.10717949 0.00000000
0.08769231 0.05846154 0.00000000
0.00487179 0.01948718 0.00000000
0.14128205 0.15589744 0.00000000
0.15589744 0.12179487 0.00000000
0.12666667 0.19000000 0.00000000
0.10230769 0.03897436 0.00000000
0.01461538 0.18512821 0.00000000
0.18512821 0.08769231 0.00000000
0.11692308 0.01948718 2.22791019
0.04384615 0.13641026 0.00000000
0.07307692 0.07794872 0.00000000
0.17051282 0.10717949 0.00000000
0.00487179 0.02435897 0.00000000
0.02923077 0.16076923 0.00000000
0.05846154 0.11205128 0.00000000
0.08769231 0.06333333 0.00000000
0.14128205 0.16076923 0.00000000
0.12666667 0.19487179 0.00000000
0.18512821 0.09256410 0.00000000
0.15589744 0.12666667 0.00000000
0.01461538 0.19000000 0.00000000
0.10230769 0.04384615 0.00000000
0.11692308 0.02435897 1.57846967
0.00487179 0.02923077 0.00000000
0.04384615 0.14128205 0.00000000
0.07307692 0.08282051 0.00000000
0.17051282 0.11205128 0.00000000
0.13153846 0.00487179 6.99738900
0.14128205 0.16564103 0.00000000
0.08769231 0.06820513 0.00000000
0.02923077 0.16564103 0.00000000
0.05846154 0.11692308 0.00000000
0.00487179 0.03410256 0.00000000
0.15589744 0.13153846 0.00000000
0.18512821 0.09743590 0.00000000
0.01461538 0.19487179 0.00000000
0.10230769 0.04871795 0.00000000
0.11692308 0.02923077 0.97639724
0.13153846 0.00974359 4.43607198
0.07307692 0.08769231 0.00000000
0.04384615 0.14615385 0.00000000
0.17051282 0.11692308 0.00000000
0.08769231 0.07307692 0.00000000
0.14128205 0.17051282 0.00000000
0.05846154 0.12179487 0.00000000
0.02923077 0.17051282 0.00000000
0.18512821 0.10230769 0.00000000
0.15589744 0.13641026 0.00000000
0.00487179 0.03897436 0.00000000
0.13153846 0.01461538 3.22097625
0.01948718 0.00487179 0.00000001
0.10230769 0.05358974 0.00000000
0.11692308 0.03410256 0.04044404
0.08769231 0.07794872 0.00000000
0.14128205 0.17538462 0.00000000
0.07307692 0.09256410 0.00000000
0.04384615 0.15102564 0.00000000
0.17051282 0.12179487 0.00000000
0.18512821 0.10717949 0.00000000
0.05846154 0.12666667 0.00000000
0.02923077 0.17538462 0.00000000
0.13153846 0.01948718 2.43799135
0.15589744 0.14128205 0.00000000
0.00487179 0.04384615 0.00000000
0.14128205 0.18025641 0.00000000
0.18512821 0.11205128 0.00000000
0.01948718 0.00974359 0.00000000
0.10230769 0.05846154 0.00000000
0.08769231 0.08282051 0.00000000
0.11692308 0.03897436 0.00000000
0.04384615 0.15589744 0.00000000
0.07307692 0.09743590 0.00000000
0.17051282 0.12666667 0.00000000
0.14128205 0.18512821 0.00000000
0.02923077 0.18025641 0.00000000
0.13153846 0.02435897 1.84854874
0.05846154 0.13153846 0.00000000
0.15589744 0.14615385 0.00000000
0.18512821 0.11692308 0.00000000
0.00487179 0.04871795 0.00000000
0.01948718 0.01461538 0.00000000
0.11692308 0.04384615 0.00000000
0.10230769 0.06333333 0.00000000
0.08769231 0.08769231 0.00000000
0.07307692 0.10230769 0.00000000
0.04384615 0.16076923 0.00000000
0.02923077 0.18512821 0.00000000
0.17051282 0.13153846 0.00000000
0.05846154 0.13641026 0.00000000
0.14128205 0.19000000 0.00000000
0.13153846 0.02923077 1.35030151
0.15589744 0.15102564 0.00000000
0.18512821 0.12179487 0.00000000
0.08769231 0.09256410 0.00000000
0.00487179 0.05358974 0.00000000
0.05846154 0.14128205 0.00000000
0.02923077 0.19000000 0.00000000
0.01948718 0.01948718 0.00000000
0.11692308 0.04871795 0.00000000
0.10230769 0.06820513 0.00000000
0.07307692 0.10717949 0.00000000
0.04384615 0.16564103 0.00000000
0.17051282 0.13641026 0.00000000
0.14128205 0.19487179 0.00000000
0.13153846 0.03410256 0.86892786
0.18512821 0.12666667 0.00000000
0.15589744 0.15589744 0.00000000
0.08769231 0.09743590 0.00000000
0.01948718 0.02435897 0.00000000
0.02923077 0.19487179 0.00000000
0.00487179 0.05846154 0.00000000
0.05846154 0.14615385 0.00000000
0.10230769 0.07307692 0.00000000
0.17051282 0.14128205 0.00000000
0.11692308 0.05358974 0.00000000
0.07307692 0.11205128 0.00000000
0.04384615 0.17051282 0.00000000
0.13153846 0.03897436 0.15480932
0.14615385 0.00487179 7.06578435
0.01948718 0.02923077 0.00000000
0.15589744 0.16076923 0.00000000
0.08769231 0.10230769 0.00000000
0.18512821 0.13153846 0.00000000
0.03410256 0.00487179 4.70237391
0.00487179 0.06333333 0.00000000
0.05846154 0.15102564 0.00000000
0.10230769 0.07794872 0.00000000
0.11692308 0.05846154 0.00000000
0.07307692 0.11692308 0.00000000
0.17051282 0.14615385 0.00000000
0.04384615 0.17538462 0.00000000
0.13153846 0.04384615 0.00000000
0.01948718 0.03410256 0.00000000
0.08769231 0.10717949 0.00000000
0.14615385 0.00974359 4.53512595
0.03410256 0.00974359 0.00000000
0.15589744 0.16564103 0.00000000
0.18512821 0.13641026 0.00000000
0.10230769 0.08282051 0.00000000
0.07307692 0.12179487 0.00000000
0.00487179 0.06820513 0.00000000
0.05846154 0.15589744 0.00000000
0.11692308 0.06333333 0.00000000
0.17051282 0.15102564 0.00000000
0.10230769 0.08769231 0.00000000
0.04384615 0.18025641 0.00000000
0.18512821 0.14128205 0.00000000
0.08769231 0.11205128 0.00000000
0.13153846 0.04871795 0.00000000
0.01948718 0.03897436 0.00000000
0.14615385 0.01461538 3.34831311
0.03410256 0.01461538 0.00000000
0.15589744 0.17051282 0.00000000
0.07307692 0.12666667 0.00000000
0.05846154 0.16076923 0.00000000
0.00487179 0.07307692 0.00000000
0.10230769 0.09256410 0.00000000
0.11692308 0.06820513 0.00000000
0.04384615 0.18512821 0.00000000
0.17051282 0.15589744 0.00000000
0.08769231 0.11692308 0.00000000
0.03410256 0.01948718 0.00000000
0.18512821 0.14615385 0.00000000
0.07307692 0.13153846 0.00000000
0.13153846 0.05358974 0.00000000
0.01948718 0.04384615 0.00000000
0.14615385 0.01948718 2.59557635
0.15589744 0.17538462 0.00000000
0.05846154 0.16564103 0.00000000
0.10230769 0.09743590 0.00000000
0.00487179 0.07794872 0.00000000
0.13153846 0.05846154 0.00000000
0.04384615 0.19000000 0.00000000
0.03410256 0.02435897 0.00000000
0.17051282 0.16076923 0.00000000
0.07307692 0.13641026 0.00000000
0.11692308 0.07307692 0.00000000
0.08769231 0.12179487 0.00000000
0.18512821 0.15102564 0.00000000
0.14615385 0.02435897 2.04235161
0.01948718 0.04871795 0.00000000
0.05846154 0.17051282 0.00000000
0.15589744 0.18025641 0.00000000
0.13153846 0.06333333 0.00000000
0.03410256 0.02923077 0.00000000
0.00487179 0.08282051 0.00000000
0.10230769 0.10230769 0.00000000
0.07307692 0.14128205 0.00000000
0.04384615 0.19487179 0.00000000
0.17051282 0.16564103 0.00000000
0.08769231 0.12666667 0.00000000
0.11692308 0.07794872 0.00000000
0.18512821 0.15589744 0.00000000
0.05846154 0.17538462 0.00000000
0.14615385 0.02923077 1.59363201
0.01948718 0.05358974 0.00000000
0.15589744 0.18512821 0.00000000
0.03410256 0.03410256 0.00000000
