x y z
0.13153846 0.06820513 0.00000000
0.08769231 0.13153846 0.00000000
0.07307692 0.14615385 0.00000000
0.00487179 0.08769231 0.00000000
0.17051282 0.17051282 0.00000000
0.10230769 0.10717949 0.00000000
0.05846154 0.18025641 0.00000000
0.04871795 0.00487179 5.72725237
0.11692308 0.08282051 0.00000000
0.18512821 0.16076923 0.00000000
0.14615385 0.03410256 1.19686689
0.15589744 0.19000000 0.00000000
0.01948718 0.05846154 0.00000000
0.03410256 0.03897436 0.00000000
0.07307692 0.15102564 0.00000000
0.13153846 0.07307692 0.00000000
0.08769231 0.13641026 0.00000000
0.17051282 0.17538462 0.00000000
0.11692308 0.08769231 0.00000000
0.00487179 0.09256410 0.00000000
0.05846154 0.18512821 0.00000000
0.18512821 0.16564103 0.00000000
0.10230769 0.11205128 0.00000000
0.04871795 0.00974359 2.27097661
0.14615385 0.03897436 0.80571111
0.03410256 0.04384615 0.00000000
0.15589744 0.19487179 0.00000000
0.01948718 0.06333333 0.00000000
0.07307692 0.15589744 0.00000000
0.17051282 0.18025641 0.00000000
0.13153846 0.07794872 0.00000000
0.08769231 0.14128205 0.00000000
0.05846154 0.19000000 0.00000000
0.11692308 0.09256410 0.00000000
0.00487179 0.09743590 0.00000000
0.18512821 0.17051282 0.00000000
0.10230769 0.11692308 0.00000000
0.16076923 0.00487179 7.12129956
0.04871795 0.01461538 0.00000000
0.14615385 0.04384615 0.28899630
0.03410256 0.04871795 0.00000000
0.01948718 0.06820513 0.00000000
0.08769231 0.14615385 0.00000000
0.05846154 0.19487179 0.00000000
0.17051282 0.18512821 0.00000000
0.07307692 0.16076923 0.00000000
0.13153846 0.08282051 0.00000000
0.11692308 0.09743590 0.00000000
0.00487179 0.10230769 0.00000000
0.18512821 0.17538462 0.00000000
0.16076923 0.00974359 4.61478432
0.10230769 0.12179487 0.00000000
0.04871795 0.01948718 0.00000000
0.08769231 0.15102564 0.00000000
0.03410256 0.05358974 0.00000000
0.14615385 0.04871795 0.00000018
0.01948718 0.07307692 0.00000000
0.06333333 0.00487179 6.21892767
0.11692308 0.10230769 0.00000000
0.17051282 0.19000000 0.00000000
0.00487179 0.10717949 0.00000000
0.13153846 0.08769231 0.00000000
0.07307692 0.16564103 0.00000000
0.10230769 0.12666667 0.00000000
0.18512821 0.18025641 0.00000000
0.16076923 0.01461538 3.44949209
0.08769231 0.15589744 0.00000000
0.01948718 0.07794872 0.00000000
0.04871795 0.02435897 0.00000000
0.03410256 0.05846154 0.00000000
0.14615385 0.05358974 0.00000000
0.06333333 0.00974359 3.21237036
0.11692308 0.10717949 0.00000000
0.00487179 0.11205128 0.00000000
0.18512821 0.18512821 0.00000000
0.17051282 0.19487179 0.00000000
0.10230769 0.13153846 0.00000000
0.13153846 0.09256410 0.00000000
0.07307692 0.17051282 0.00000000
0.01948718 0.08282051 0.00000000
0.14615385 0.05846154 0.00000000
0.04871795 0.02923077 0.00000000
0.16076923 0.01948718 2.71870748
0.08769231 0.16076923 0.00000000
0.06333333 0.01461538 1.33730722
0.03410256 0.06333333 0.00000000
0.11692308 0.11205128 0.00000000
0.00487179 0.11692308 0.00000000
0.18512821 0.19000000 0.00000000
0.17538462 0.00487179 7.16726197
0.07307692 0.17538462 0.00000000
0.13153846 0.09743590 0.00000000
0.14615385 0.06333333 0.00000000
0.10230769 0.13641026 0.00000000
0.01948718 0.08769231 0.00000000
0.04871795 0.03410256 0.00000000
0.16076923 0.02435897 2.18998434
0.03410256 0.06820513 0.00000000
0.08769231 0.16564103 0.00000000
0.06333333 0.01948718 0.00000000
0.11692308 0.11692308 0.00000000
0.14615385 0.06820513 0.00000000
0.17538462 0.00974359 4.68025403
0.00487179 0.12179487 0.00000000
0.18512821 0.19487179 0.00000000
0.07307692 0.18025641 0.00000000
0.13153846 0.10230769 0.00000000
0.01948718 0.09256410 0.00000000
0.10230769 0.14128205 0.00000000
0.03410256 0.07307692 0.00000000
0.04871795 0.03897436 0.00000000
0.06333333 0.02435897 0.00000000
0.16076923 0.02923077 1.77113709
0.08769231 0.17051282 0.00000000
0.14615385 0.07307692 0.00000000
0.13153846 0.10717949 0.00000000
0.11692308 0.12179487 0.00000000
0.01948718 0.09743590 0.00000000
0.17538462 0.01461538 3.53189750
0.00487179 0.12666667 0.00000000
0.19000000 0.00487179 7.20594309
0.16076923 0.03410256 1.41518106
0.07307692 0.18512821 0.00000000
0.10230769 0.14615385 0.00000000
0.03410256 0.07794872 0.00000000
0.06333333 0.02923077 0.00000000
0.04871795 0.04384615 0.00000000
0.13153846 0.11205128 0.00000000
0.16076923 0.03897436 1.09152245
0.08769231 0.17538462 0.00000000
0.14615385 0.07794872 0.00000000
0.11692308 0.12666667 0.00000000
0.01948718 0.10230769 0.00000000
0.19000000 0.00974359 4.73502575
0.17538462 0.01948718 2.81780561
0.00487179 0.13153846 0.00000000
0.13153846 0.11692308 0.00000000
0.07307692 0.19000000 0.00000000
0.06333333 0.03410256 0.00000000
0.10230769 0.15102564 0.00000000
0.16076923 0.04384615 0.77014602
0.03410256 0.08282051 0.00000000
0.04871795 0.04871795 0.00000000
0.14615385 0.08282051 0.00000000
0.11692308 0.13153846 0.00000000
0.08769231 0.18025641 0.00000000
0.01948718 0.10717949 0.00000000
0.07307692 0.19487179 0.00000000
0.06333333 0.03897436 0.00000000
0.13153846 0.12179487 0.00000000
0.00487179 0.13641026 0.00000000
0.19000000 0.01461538 3.60034912
0.17538462 0.02435897 2.30685555
0.16076923 0.04871795 0.38037445
0.10230769 0.15589744 0.00000000
0.11692308 0.13641026 0.00000000
0.03410256 0.08769231 0.00000000
0.04871795 0.05358974 0.00000000
0.14615385 0.08769231 0.00000000
0.07794872 0.00487179 6.50986883
0.08769231 0.18512821 0.00000000
0.06333333 0.04384615 0.00000000
0.13153846 0.12666667 0.00000000
0.01948718 0.11205128 0.00000000
0.00487179 0.14128205 0.00000000
0.16076923 0.05358974 0.00003702
0.19000000 0.01948718 2.89939399
0.17538462 0.02923077 1.90823507
0.11692308 0.14128205 0.00000000
0.10230769 0.16076923 0.00000000
0.03410256 0.09256410 0.00000000
0.04871795 0.05846154 0.00000000
0.14615385 0.09256410 0.00000000
0.13153846 0.13153846 0.00000000
0.07794872 0.00974359 3.69478619
0.01948718 0.11692308 0.00000000
0.16076923 0.05846154 0.00000000
0.08769231 0.19000000 0.00000000
0.06333333 0.04871795 0.00000000
0.00487179 0.14615385 0.00000000
0.11692308 0.14615385 0.00000000
0.19000000 0.02435897 2.40196450
0.17538462 0.03410256 1.57704253
0.07794872 0.01461538 2.18703909
0.14615385 0.09743590 0.00000000
0.10230769 0.16564103 0.00000000
0.03410256 0.09743590 0.00000000
0.04871795 0.06333333 0.00000000
0.16076923 0.06333333 0.00000000
0.13153846 0.13641026 0.00000000
0.01948718 0.12179487 0.00000000
0.08769231 0.19487179 0.00000000
0.06333333 0.05358974 0.00000000
0.17538462 0.03897436 1.28679835
0.11692308 0.15102564 0.00000000
0.00487179 0.15102564 0.00000000
0.03410256 0.10230769 0.00000000
0.19000000 0.02923077 2.01803877
0.07794872 0.01948718 0.87401312
0.01948718 0.12666667 0.00000000
0.14615385 0.10230769 0.00000000
0.16076923 0.06820513 0.00000000
0.10230769 0.17051282 0.00000000
0.04871795 0.06820513 0.00000000
0.13153846 0.14128205 0.00000000
0.00487179 0.15589744 0.00000000
0.06333333 0.05846154 0.00000000
0.09256410 0.00487179 6.70254762
0.17538462 0.04384615 1.01830521
0.01948718 0.13153846 0.00000000
0.03410256 0.10717949 0.00000000
0.11692308 0.15589744 0.00000000
0.16076923 0.07307692 0.00000000
0.07794872 0.02435897 0.00000000
0.19000000 0.03410256 1.70368965
0.13153846 0.14615385 0.00000000
0.14615385 0.10717949 0.00000000
0.10230769 0.17538462 0.00000000
0.04871795 0.07307692 0.00000000
0.06333333 0.06333333 0.00000000
0.01948718 0.13641026 0.00000000
0.00487179 0.16076923 0.00000000
0.09256410 0.00974359 3.99603316
0.16076923 0.07794872 0.00000000
0.17538462 0.04871795 0.75182688
0.03410256 0.11205128 0.00000000
0.11692308 0.16076923 0.00000000
0.14615385 0.11205128 0.00000000
0.07794872 0.02923077 0.00000000
0.19000000 0.03897436 1.43397445
0.13153846 0.15102564 0.00000000
0.10230769 0.18025641 0.00000000
0.04871795 0.07794872 0.00000000
0.06333333 0.06820513 0.00000000
0.01948718 0.14128205 0.00000000
0.00487179 0.16564103 0.00000000
0.16076923 0.08282051 0.00000000
0.14615385 0.11692308 0.00000000
0.11692308 0.16564103 0.00000000
0.09256410 0.01461538 2.62911091
0.17538462 0.05358974 0.44811806
0.03410256 0.11692308 0.00000000
0.07794872 0.03410256 0.00000000
0.19000000 0.04384615 1.19264424
0.13153846 0.15589744 0.00000000
0.10230769 0.18512821 0.00000000
0.01948718 0.14615385 0.00000000
0.04871795 0.08282051 0.00000000
0.03410256 0.12179487 0.00000000
0.16076923 0.08769231 0.00000000
0.06333333 0.07307692 0.00000000
0.11692308 0.17051282 0.00000000
0.00487179 0.17051282 0.00000000
0.09256410 0.01948718 1.64390310
0.14615385 0.12179487 0.00000000
0.17538462 0.05846154 0.00438733
0.19000000 0.04871795 0.96707962
0.10230769 0.19000000 0.00000000
0.07794872 0.03897436 0.00000000
0.13153846 0.16076923 0.00000000
0.01948718 0.15102564 0.00000000
0.04871795 0.08769231 0.00000000
0.16076923 0.09256410 0.00000000
0.03410256 0.12666667 0.00000000
0.00487179 0.17538462 0.00000000
0.11692308 0.17538462 0.00000000
0.06333333 0.07794872 0.00000000
0.09256410 0.02435897 0.63227299
0.14615385 0.12666667 0.00000000
0.19000000 0.05358974 0.74419440
0.17538462 0.06333333 0.00000004
0.10230769 0.19487179 0.00000000
0.01948718 0.15589744 0.00000000
0.07794872 0.04384615 0.00000000
0.13153846 0.16564103 0.00000000
0.16076923 0.09743590 0.00000000
0.04871795 0.09256410 0.00000000
0.03410256 0.13153846 0.00000000
0.11692308 0.18025641 0.00000000
0.00487179 0.18025641 0.00000000
0.09256410 0.02923077 0.00000000
0.06333333 0.08282051 0.00000000
0.07794872 0.04871795 0.00000000
0.10717949 0.00487179 6.83965379
0.01948718 0.16076923 0.00000000
0.14615385 0.13153846 0.00000000
0.19000000 0.05846154 0.50165546
0.17538462 0.06820513 0.00000000
0.13153846 0.17051282 0.00000000
0.16076923 0.10230769 0.00000000
0.04871795 0.09743590 0.00000000
0.03410256 0.13641026 0.00000000
0.07794872 0.05358974 0.00000000
0.00487179 0.18512821 0.00000000
0.10717949 0.00974359 4.20347156
0.09256410 0.03410256 0.00000000
0.06333333 0.08769231 0.00000000
0.11692308 0.18512821 0.00000000
0.14615385 0.13641026 0.00000000
0.01948718 0.16564103 0.00000000
0.19000000 0.06333333 0.12881435
0.17538462 0.07307692 0.00000000
0.16076923 0.10717949 0.00000000
0.04871795 0.10230769 0.00000000
0.13153846 0.17538462 0.00000000
0.07794872 0.05846154 0.00000000
0.10717949 0.01461538 2.91421171
0.00487179 0.19000000 0.00000000
0.03410256 0.14128205 0.00000000
0.09256410 0.03897436 0.00000000
0.11692308 0.19000000 0.00000000
0.06333333 0.09256410 0.00000000
0.14615385 0.14128205 0.00000000
0.16076923 0.11205128 0.00000000
0.01948718 0.17051282 0.00000000
0.17538462 0.07794872 0.00000000
0.19000000 0.06820513 0.00001454
0.13153846 0.18025641 0.00000000
0.04871795 0.10717949 0.00000000
0.07794872 0.06333333 0.00000000
0.09256410 0.04384615 0.00000000
0.10717949 0.01948718 2.04256179
0.00487179 0.19487179 0.00000000
0.11692308 0.19487179 0.00000000
0.03410256 0.14615385 0.00000000
0.06333333 0.09743590 0.00000000
0.16076923 0.11692308 0.00000000
0.14615385 0.14615385 0.00000000
0.19000000 0.07307692 0.00000000
0.01948718 0.17538462 0.00000000
0.17538462 0.08282051 0.00000000
0.04871795 0.11205128 0.00000000
0.13153846 0.18512821 0.00000000
0.07794872 0.06820513 0.00000000
0.12179487 0.00487179 6.94223404
0.00974359 0.00487179 0.00000000
0.09256410 0.04871795 0.00000000
0.16076923 0.12179487 0.00000000
0.10717949 0.02435897 1.32313945
0.14615385 0.15102564 0.00000000
0.03410256 0.15102564 0.00000000
0.19000000 0.07794872 0.00000000
0.06333333 0.10230769 0.00000000
0.04871795 0.11692308 0.00000000
0.01948718 0.18025641 0.00000000
0.17538462 0.08769231 0.00000000
0.13153846 0.19000000 0.00000000
0.12179487 0.00974359 4.35542220
0.16076923 0.12666667 0.00000000
0.07794872 0.07307692 0.00000000
0.09256410 0.05358974 0.00000000
0.00974359 0.00974359 0.00000000
0.14615385 0.15589744 0.00000000
0.19000000 0.08282051 0.00000000
0.10717949 0.02923077 0.51918772
0.04871795 0.12179487 0.00000000
0.03410256 0.15589744 0.00000000
0.06333333 0.10717949 0.00000000
0.01948718 0.18512821 0.00000000
0.16076923 0.13153846 0.00000000
0.17538462 0.09256410 0.00000000
0.09256410 0.05846154 0.00000000
0.12179487 0.01461538 3.11592962
0.19000000 0.08769231 0.00000000
0.13153846 0.19487179 0.00000000
0.07794872 0.07794872 0.00000000
0.00974359 0.01461538 0.00000000
0.14615385 0.16076923 0.00000000
0.04871795 0.12666667 0.00000000
0.10717949 0.03410256 0.00000000
0.03410256 0.16076923 0.00000000
0.06333333 0.11205128 0.00000000
0.16076923 0.13641026 0.00000000
0.09256410 0.06333333 0.00000000
0.13641026 0.00487179 7.02188525
0.07794872 0.08282051 0.00000000
0.12179487 0.01948718 2.30541170
0.01948718 0.19000000 0.00000000
0.19000000 0.09256410 0.00000000
0.17538462 0.09743590 0.00000000
0.14615385 0.16564103 0.00000000
0.00974359 0.01948718 0.00000000
0.04871795 0.13153846 0.00000000
0.10717949 0.03897436 0.00000000
0.06333333 0.11692308 0.00000000
0.07794872 0.08769231 0.00000000
0.03410256 0.16564103 0.00000000
0.09256410 0.06820513 0.00000000
0.13641026 0.00974359 4.47166789
0.16076923 0.14128205 0.00000000
0.19000000 0.09743590 0.00000000
0.12179487 0.02435897 1.68000307
0.01948718 0.19487179 0.00000000
0.17538462 0.10230769 0.00000000
0.14615385 0.17051282 0.00000000
0.00974359 0.02435897 0.00000000
0.06333333 0.12179487 0.00000000
0.07794872 0.09256410 0.00000000
0.04871795 0.13641026 0.00000000
0.13641026 0.01461538 3.26694010
0.10717949 0.04384615 0.00000000
0.03410256 0.17051282 0.00000000
0.09256410 0.07307692 0.00000000
0.16076923 0.14615385 0.00000000
0.12179487 0.02923077 1.12376471
0.19000000 0.10230769 0.00000000
0.17538462 0.10717949 0.00000000
0.14615385 0.17538462 0.00000000
0.02435897 0.00487179 2.91134063
0.00974359 0.02923077 0.00000000
0.06333333 0.12666667 0.00000000
0.03410256 0.17538462 0.00000000
0.07794872 0.09743590 0.00000000
0.09256410 0.07794872 0.00000000
0.04871795 0.14128205 0.00000000
0.10717949 0.04871795 0.00000000
0.13641026 0.01948718 2.49523982
0.16076923 0.15102564 0.00000000
0.12179487 0.03410256 0.48321269
0.17538462 0.11205128 0.00000000
0.19000000 0.10717949 0.00000000
0.14615385 0.18025641 0.00000000
0.02435897 0.00974359 0.00000000
0.06333333 0.13153846 0.00000000
0.00974359 0.03410256 0.00000000
0.03410256 0.18025641 0.00000000
0.09256410 0.08282051 0.00000000
0.12179487 0.03897436 0.00000001
0.07794872 0.10230769 0.00000000
0.14615385 0.18512821 0.00000000
0.04871795 0.14615385 0.00000000
0.10717949 0.05358974 0.00000000
0.16076923 0.15589744 0.00000000
0.13641026 0.02435897 1.91967459
0.19000000 0.11205128 0.00000000
0.17538462 0.11692308 0.00000000
0.02435897 0.01461538 0.00000000
0.06333333 0.13641026 0.00000000
0.00974359 0.03897436 0.00000000
0.14615385 0.19000000 0.00000000
0.09256410 0.08769231 0.00000000
0.03410256 0.18512821 0.00000000
0.13641026 0.02923077 1.44127939
0.12179487 0.04384615 0.00000000
0.07794872 0.10717949 0.00000000
0.06333333 0.14128205 0.00000000
0.04871795 0.15102564 0.00000000
0.10717949 0.05846154 0.00000000
0.16076923 0.16076923 0.00000000
0.19000000 0.11692308 0.00000000
0.17538462 0.12179487 0.00000000
0.02435897 0.01948718 0.00000000
0.00974359 0.04384615 0.00000000
0.04871795 0.15589744 0.00000000
0.13641026 0.03410256 0.99709381
0.09256410 0.09256410 0.00000000
0.14615385 0.19487179 0.00000000
0.03410256 0.19000000 0.00000000
0.06333333 0.14615385 0.00000000
0.12179487 0.04871795 0.00000000
0.07794872 0.11205128 0.00000000
0.16076923 0.16564103 0.00000000
0.10717949 0.06333333 0.00000000
0.17538462 0.12666667 0.00000000
0.19000000 0.12179487 0.00000000
0.02435897 0.02435897 0.00000000
0.00974359 0.04871795 0.00000000
0.06333333 0.15102564 0.00000000
0.09256410 0.09743590 0.00000000
0.04871795 0.16076923 0.00000000
0.13641026 0.03897436 0.48793774
0.15102564 0.00487179 7.08552867
0.03410256 0.19487179 0.00000000
0.16076923 0.17051282 0.00000000
0.12179487 0.05358974 0.00000000
0.17538462 0.13153846 0.00000000
0.07794872 0.11692308 0.00000000
0.10717949 0.06820513 0.00000000
0.19000000 0.12666667 0.00000000
0.06333333 0.15589744 0.00000000
0.00974359 0.05358974 0.00000000
0.02435897 0.02923077 0.00000000
0.04871795 0.16564103 0.00000000
0.09256410 0.10230769 0.00000000
0.13641026 0.04384615 0.00000202
0.17538462 0.13641026 0.00000000
0.15102564 0.00974359 4.56353136
0.03897436 0.00487179 5.15039713
0.12179487 0.05846154 0.00000000
0.16076923 0.17538462 0.00000000
0.07794872 0.12179487 0.00000000
0.19000000 0.13153846 0.00000000
0.06333333 0.16076923 0.00000000
0.10717949 0.07307692 0.00000000
0.04871795 0.17051282 0.00000000
0.00974359 0.05846154 0.00000000
0.02435897 0.03410256 0.00000000
0.17538462 0.14128205 0.00000000
0.09256410 0.10717949 0.00000000
0.12179487 0.06333333 0.00000000
0.16076923 0.18025641 0.00000000
0.13641026 0.04871795 0.00000000
0.15102564 0.01461538 3.38451226
0.03897436 0.00974359 0.06820274
0.06333333 0.16564103 0.00000000
0.10717949 0.07794872 0.00000000
0.07794872 0.12666667 0.00000000
0.19000000 0.13641026 0.00000000
0.04871795 0.17538462 0.00000000
0.02435897 0.03897436 0.00000000
0.00974359 0.06333333 0.00000000
0.09256410 0.11205128 0.00000000
0.17538462 0.14615385 0.00000000
0.12179487 0.06820513 0.00000000
0.06333333 0.17051282 0.00000000
0.19000000 0.14128205 0.00000000
0.16076923 0.18512821 0.00000000
0.13641026 0.05358974 0.00000000
0.15102564 0.01948718 2.63982573
0.03897436 0.01461538 0.00000000
0.10717949 0.08282051 0.00000000
0.07794872 0.13153846 0.00000000
0.04871795 0.18025641 0.00000000
0.02435897 0.04384615 0.00000000
0.06333333 0.17538462 0.00000000
0.00974359 0.06820513 0.00000000
0.19000000 0.14615385 0.00000000
0.09256410 0.11692308 0.00000000
0.17538462 0.15102564 0.00000000
0.12179487 0.07307692 0.00000000
0.16076923 0.19000000 0.00000000
0.13641026 0.05846154 0.00000000
0.03897436 0.01948718 0.00000000
0.15102564 0.02435897 2.09574527
0.10717949 0.08769231 0.00000000
0.04871795 0.18512821 0.00000000
0.02435897 0.04871795 0.00000000
0.07794872 0.13641026 0.00000000
0.17538462 0.15589744 0.00000000
0.00974359 0.07307692 0.00000000
0.06333333 0.18025641 0.00000000
0.19000000 0.15102564 0.00000000
0.09256410 0.12179487 0.00000000
0.16076923 0.19487179 0.00000000
0.12179487 0.07794872 0.00000000
0.10717949 0.09256410 0.00000000
0.13641026 0.06333333 0.00000000
0.15102564 0.02923077 1.65847070
0.03897436 0.02435897 0.00000000
0.19000000 0.15589744 0.00000000
0.06333333 0.18512821 0.00000000
0.04871795 0.19000000 0.00000000
0.17538462 0.16076923 0.00000000
0.02435897 0.05358974 0.00000000
0.07794872 0.14128205 0.00000000
0.00974359 0.07794872 0.00000000
0.13641026 0.06820513 0.00000000
0.10717949 0.09743590 0.00000000
0.09256410 0.12666667 0.00000000
0.16564103 0.00487179 7.13755253
0.19000000 0.16076923 0.00000000
0.12179487 0.08282051 0.00000000
0.04871795 0.19487179 0.00000000
0.06333333 0.19000000 0.00000000
0.15102564 0.03410256 1.27802818
0.03897436 0.02923077 0.00000000
0.02435897 0.05846154 0.00000000
0.17538462 0.16564103 0.00000000
0.07794872 0.14615385 0.00000000
0.19000000 0.16564103 0.00000000
0.00974359 0.08282051 0.00000000
0.13641026 0.07307692 0.00000000
0.05358974 0.00487179 5.92510783
0.10717949 0.10230769 0.00000000
0.09256410 0.13153846 0.00000000
0.16564103 0.00974359 4.63798429
0.12179487 0.08769231 0.00000000
0.06333333 0.19487179 0.00000000
0.03897436 0.03410256 0.00000000
0.19000000 0.17051282 0.00000000
0.15102564 0.03897436 0.91622217
0.02435897 0.06333333 0.00000000
0.17538462 0.17051282 0.00000000
0.07794872 0.15102564 0.00000000
0.00974359 0.08769231 0.00000000
0.13641026 0.07794872 0.00000000
0.10717949 0.10717949 0.00000000
0.09256410 0.13641026 0.00000000
0.05358974 0.00974359 2.67625510
0.16564103 0.01461538 3.47876841
0.06820513 0.00487179 6.33113142
0.12179487 0.09256410 0.00000000
0.19000000 0.17538462 0.00000000
0.03897436 0.03897436 0.00000000
0.17538462 0.17538462 0.00000000
0.15102564 0.04384615 0.51046557
0.13641026 0.08282051 0.00000000
0.02435897 0.06820513 0.00000000
0.07794872 0.15589744 0.00000000
0.09256410 0.14128205 0.00000000
0.00974359 0.09256410 0.00000000
0.10717949 0.11205128 0.00000000
0.16564103 0.01948718 2.75402958
0.05358974 0.01461538 0.00000006
0.19000000 0.18025641 0.00000000
0.17538462 0.18025641 0.00000000
0.06820513 0.00974359 3.40299826
0.03897436 0.04384615 0.00000000
0.12179487 0.09743590 0.00000000
0.02435897 0.07307692 0.00000000
0.15102564 0.04871795 0.00022775
0.13641026 0.08769231 0.00000000
0.09256410 0.14615385 0.00000000
0.07794872 0.16076923 0.00000000
0.00974359 0.09743590 0.00000000
0.10717949 0.11692308 0.00000000
0.19000000 0.18512821 0.00000000
0.03897436 0.04871795 0.00000000
0.16564103 0.02435897 2.23182400
0.05358974 0.01948718 0.00000000
0.17538462 0.18512821 0.00000000
0.06820513 0.01461538 1.70590060
0.15102564 0.05358974 0.00000000
0.02435897 0.07794872 0.00000000
0.12179487 0.10230769 0.00000000
0.00974359 0.10230769 0.00000000
0.13641026 0.09256410 0.00000000
0.09256410 0.15102564 0.00000000
0.03897436 0.05358974 0.00000000
0.07794872 0.16564103 0.00000000
0.10717949 0.12179487 0.00000000
0.19000000 0.19000000 0.00000000
0.16564103 0.02923077 1.82052259
0.06820513 0.01948718 0.00000000
0.05358974 0.02435897 0.00000000
0.00974359 0.10717949 0.00000000
0.17538462 0.19000000 0.00000000
0.15102564 0.05846154 0.00000000
0.02435897 0.08282051 0.00000000
0.13641026 0.09743590 0.00000000
0.12179487 0.10717949 0.00000000
0.03897436 0.05846154 0.00000000
0.19000000 0.19487179 0.00000000
0.09256410 0.15589744 0.00000000
0.10717949 0.12666667 0.00000000
0.16564103 0.03410256 1.47403976
0.05358974 0.02923077 0.00000000
0.07794872 0.17051282 0.00000000
0.06820513 0.02435897 0.00000000
0.13641026 0.10230769 0.00000000
0.00974359 0.11205128 0.00000000
0.15102564 0.06333333 0.00000000
0.17538462 0.19487179 0.00000000
0.10717949 0.13153846 0.00000000
0.02435897 0.08769231 0.00000000
0.03897436 0.06333333 0.00000000
0.12179487 0.11205128 0.00000000
0.05358974 0.03410256 0.00000000
0.07794872 0.17538462 0.00000000
0.13641026 0.10717949 0.00000000
0.09256410 0.16076923 0.00000000
0.16564103 0.03897436 1.16368344
0.15102564 0.06820513 0.00000000
0.06820513 0.02923077 0.00000000
0.18025641 0.00487179 7.18087445
0.03897436 0.06820513 0.00000000
0.05358974 0.03897436 0.00000000
0.10717949 0.13641026 0.00000000
0.00974359 0.11692308 0.00000000
0.02435897 0.09256410 0.00000000
0.12179487 0.11692308 0.00000000
0.09256410 0.16564103 0.00000000
0.07794872 0.18025641 0.00000000
0.15102564 0.07307692 0.00000000
0.13641026 0.11205128 0.00000000
0.16564103 0.04384615 0.86495430
0.03897436 0.07307692 0.00000000
0.18025641 0.00974359 4.69956257
0.09256410 0.17051282 0.00000000
0.06820513 0.03410256 0.00000000
0.05358974 0.04384615 0.00000000
0.10717949 0.14128205 0.00000000
0.03897436 0.07794872 0.00000000
0.00974359 0.12179487 0.00000000
0.18025641 0.01461538 3.55607803
0.02435897 0.09743590 0.00000000
0.12179487 0.12179487 0.00000000
0.07794872 0.18512821 0.00000000
0.15102564 0.07794872 0.00000000
0.16564103 0.04871795 0.53903231
0.09256410 0.17538462 0.00000000
0.13641026 0.11692308 0.00000000
0.03897436 0.08282051 0.00000000
0.06820513 0.03897436 0.00000000
0.12179487 0.12666667 0.00000000
0.02435897 0.10230769 0.00000000
0.18025641 0.01948718 2.84669914
0.10717949 0.14615385 0.00000000
0.05358974 0.04871795 0.00000000
0.00974359 0.12666667 0.00000000
0.03897436 0.08769231 0.00000000
0.16564103 0.05358974 0.01543713
0.07794872 0.19000000 0.00000000
0.09256410 0.18025641 0.00000000
0.15102564 0.08282051 0.00000000
0.13641026 0.12179487 0.00000000
0.02435897 0.10717949 0.00000000
0.10717949 0.15102564 0.00000000
0.12179487 0.13153846 0.00000000
0.06820513 0.04384615 0.00000000
0.00974359 0.13153846 0.00000000
0.03897436 0.09256410 0.00000000
0.18025641 0.02435897 2.34064493
0.05358974 0.05358974 0.00000000
0.16564103 0.05846154 0.00000003
0.10717949 0.15589744 0.00000000
0.07794872 0.19487179 0.00000000
0.09256410 0.18512821 0.00000000
0.15102564 0.08769231 0.00000000
0.00974359 0.13641026 0.00000000
0.13641026 0.12666667 0.00000000
0.03897436 0.09743590 0.00000000
0.06820513 0.04871795 0.00000000
0.02435897 0.11205128 0.00000000
0.12179487 0.13641026 0.00000000
0.09256410 0.19000000 0.00000000
0.18025641 0.02923077 1.94741034
0.05358974 0.05846154 0.00000000
0.16564103 0.06333333 0.00000000
0.03897436 0.10230769 0.00000000
0.10717949 0.16076923 0.00000000
0.08282051 0.00487179 6.58223116
0.06820513 0.05358974 0.00000000
0.00974359 0.14128205 0.00000000
0.15102564 0.09256410 0.00000000
0.12179487 0.14128205 0.00000000
0.09256410 0.19487179 0.00000000
0.13641026 0.13153846 0.00000000
0.02435897 0.11692308 0.00000000
0.16564103 0.06820513 0.00000000
0.18025641 0.03410256 1.62249360
0.05358974 0.06333333 0.00000000
0.03897436 0.10717949 0.00000000
0.06820513 0.05846154 0.00000000
0.10717949 0.16564103 0.00000000
0.02435897 0.12179487 0.00000000
0.08282051 0.00974359 3.80938215
0.16564103 0.07307692 0.00000000
0.18025641 0.03897436 1.34008015
0.00974359 0.14615385 0.00000000
0.15102564 0.09743590 0.00000000
0.12179487 0.14615385 0.00000000
0.09743590 0.00487179 6.75310730
0.13641026 0.13641026 0.00000000
0.02435897 0.12666667 0.00000000
0.16564103 0.07794872 0.00000000
0.18025641 0.04384615 1.08232769
0.05358974 0.06820513 0.00000000
0.03897436 0.11205128 0.00000000
0.06820513 0.06333333 0.00000000
0.10717949 0.17051282 0.00000000
0.08282051 0.01461538 2.36003927
0.02435897 0.13153846 0.00000000
0.16564103 0.08282051 0.00000000
0.00974359 0.15102564 0.00000000
0.15102564 0.10230769 0.00000000
0.13641026 0.14128205 0.00000000
0.12179487 0.15102564 0.00000000
0.18025641 0.04871795 0.83306227
0.09743590 0.00974359 4.07314299
0.05358974 0.07307692 0.00000000
0.02435897 0.13641026 0.00000000
0.06820513 0.06820513 0.00000000
0.00974359 0.15589744 0.00000000
0.03897436 0.11692308 0.00000000
0.12179487 0.15589744 0.00000000
0.09743590 0.01461538 2.73657732
